Trial_Id,Acronym,Sponsor,Hospital,Ciudad
671,LIBRETTO-431,"Loxo Oncology, Inc.",Clinica Universidad de Navarra,Pamplona
0,TROPION-Lung05,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
847,SKYSCRAPER-06,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
945,1948-CL-0101,Astellas,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
583,20201,Bayer,Hospital Universitario 12 de Octubre,Madrid
0,Morpheus Lung,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
522,CANOPY-N,Novartis Pharmaceuticals,Hospital del Mar,Barcelona
928,U31402-A-U201,"Daiichi Sankyo, Inc.",,
263,Canopy-A,Novartis Pharmaceuticals,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
811,D9950C00001,Astrazeneca,Clinica Universidad de Navarra,Madrid
865,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
497,PHAROS,Pfizer,Hospital Universitari Vall D'Hebron,Barcelona
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
0,SAVANNAH,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital de Leon - Complejo Asistencial Universitario de Leon,León
0,SKYSCRAPER-01,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,B-FAST,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
0,TROPION-LUNG01,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
0,MARIPOSA,Janssen,Instituto Oncológico Rosell,Barcelona
992,M20-111,Abbvie,Hospital Universitario Regional de Malaga,Málaga
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
882,CodeBreaK 100,Amgen,Clinica Universidad de Navarra,Madrid
0,MARIPOSA-2,Janssen,Hospital Universitario La Paz,Madrid
166,PROPEL,Nektar Therapeutics,Hospital Universitario Y Politecnico La Fe,València
908,ZEAL-1L,Glaxosmithkline,Hospital Universitari Vall D'Hebron,Barcelona
53,NAVIGATE,Bayer,Hospital Universitario Hm Sanchinarro,Madrid
0,SKYSCRAPER-06,Hoffmann-La Roche,Hospital Clinic de Barcelona,Barcelona
168,IMbrella A,Hoffmann-La Roche,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
58,CHRYSALIS,Janssen,Hospital Universitari Vall D'Hebron,Barcelona
686,CUBIK,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
865,TROPION-Lung05,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
0,CHESS,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
934,TROPION-LUNG01,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital General Universitario de Elche,Elche
172,XL184-021,Exelixis,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
282,innovaTV 207,Seagen Inc.,Hospital Universitario Ramon Y Cajal,Madrid
671,LIBRETTO-431,"Loxo Oncology, Inc.",Complejo Hospitalario de Navarra,Pamplona
172,XL184-021,Exelixis,Hospital Clinic de Barcelona,Barcelona
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Universitario Central de Asturias,Oviedo
169,BGB-290-103,Beigene,Hospital Clinico Universitario de Valencia,València
293,MK-3475-495/KEYNOTE-495,Merck Sharp & Dohme Corp.,Hospital Universitario Ramon Y Cajal,Madrid
1009,COSTAR Lung,Glaxosmithkline,Hospital Clinic de Barcelona,Barcelona
690,SC103,Sotio A.S.,Hospital Universitari Vall D'Hebron,Barcelona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1029,CP-MGC018-01,Macrogenics,Hospital Ruber Internacional,Madrid
423,SAVANNAH,Astrazeneca,Hospital Universitario Donostia,Donostia-San Sebastián
1865,ACT16849,Sanofi,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
1012,DS8201-A-U106,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
172,XL184-021,Exelixis,Hospital Universitario Clinico San Carlos,Madrid
639,CARMEN-LC03,Sanofi,Hospital Universitario Virgen del Rocio,Sevilla
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
601,BNT411-01,Biontech Se,Hospital Universitari Vall D'Hebron,Barcelona
0,MARIPOSA-2,Janssen,Hospital Universitario La Paz,Madrid
0,TAPISTRY,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
639,CARMEN-LC03,Sanofi,Hospital Universitario Fundacion Jimenez Diaz,Madrid
928,U31402-A-U201,"Daiichi Sankyo, Inc.",,
1010,RELATIVITY,Bristol-Myers Squibb,Hospital Universitario Y Politecnico La Fe,València
615,SMARTPLUS-106,Debiopharm International Sa,Hospital Universitario Y Politecnico La Fe,València
1867,PM14-A-002-20,Pharmamar,Hospital Universitario La Paz,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Fundacion Instituto Valenciano de Oncologia,València
0,ALINA,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
992,M20-111,Abbvie,Hospital Universitari Vall D'Hebron,Barcelona
169,BGB-290-103,Beigene,Hospital Clinico Universitario de Valencia,València
0,NeoADAURA,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
875,MERMAID-2,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
172,XL184-021,Exelixis,Hospital Universitario Ramon Y Cajal,Madrid
971,TROPION-Lung02,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
92,GO30103,,Hospital General Universitario de Alicante,Alicante
0,ORCHARD,Astrazeneca,Hospital de La Santa Creu i Sant Pau,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
233,Endolung,Ability Pharmaceuticals Sl,Hospital Clinico Universitario de Valencia,València
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital Universitari Son Espases,Palma
272,1336-0011,Boehringer Ingelheim,Hospital Clinic de Barcelona,Barcelona
0,CONTACT-01,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
172,XL184-021,Exelixis,Hospital Universitario Clinico San Carlos,Madrid
269,C2321001,Pfizer,Hospital Universitario 12 de Octubre,Madrid
375,ADRIATIC,Astrazeneca,Hospital Universitario Ramon Y Cajal,Madrid
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,Hospital Universitario de Canarias,San Cristóbal de La Laguna
0,GO42501,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
1574,GCT1046-04,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
92,GO30103,,Hospital Universitario Reina Sofia,Córdoba
172,XL184-021,Exelixis,Hospital Universitario Clinico San Carlos,Madrid
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Clinica Universidad de Navarra,Pamplona
0,Morpheus Lung,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario de La Princesa,Madrid
646,MK-3475-01A/KEYMAKER-U01A,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
945,1948-CL-0101,Astellas,Clinica Universidad de Navarra,Pamplona
992,M20-111,Abbvie,Hospital Universitario Regional de Malaga,Málaga
0,SAVANNAH,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
916,Neo-DIANA,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta,Girona
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1035,GCT1042-01,Genmab,Clinica Universidad de Navarra,Pamplona
1010,RELATIVITY,Bristol-Myers Squibb,Complexo Hospitalario Universitario A Coruña,A Coruña
267,ALINA,Hoffmann-La Roche,Complexo Hospitalario Universitario A Coruña,A Coruña
0,IMbrella A,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
454,PACIFIC-4,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
1117,SCope-D1,Astrazeneca,Hospital Universitario Virgen Macarena,Sevilla
92,GO30103,,Hospital Universitario Regional de Malaga,Málaga
454,PACIFIC-4,Astrazeneca,Hospital Clinico Universitario Lozano Blesa,Zaragoza
745,CheckMate 76U,Bristol-Myers Squibb,Clinica Universidad de Navarra,Pamplona
328,ALTA-3,Takeda,Hospital Universitari de Sant Joan de Reus,Reus
0,LAURA,Astrazeneca,Hospital del Mar,Barcelona
0,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Regional de Malaga,Málaga
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
1783,M16-074,Abbvie,Hospital Clinico Universitario de Valencia,València
348,IOV-COM-202,"Iovance Biotherapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario Regional de Malaga,Málaga
92,GO30103,,Hospital Universitario Regional de Malaga,Málaga
0,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
19,SUMMIT,"Puma Biotechnology, Inc.",Instituto Oncológico Rosell,Barcelona
0,BP41628,Hoffmann-La Roche,Hospital del Mar,Barcelona
1114,NOUS-PEV-01,Nouscom Srl,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1107,LIBRETTO-432,"Loxo Oncology, Inc.",Hospital Son Llatzer,Palma
267,ALINA,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario 12 de Octubre,Madrid
0,NP40435,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
172,XL184-021,Exelixis,Hospital Universitario La Paz,Madrid
0,SAVANNAH,Astrazeneca,Hospital Universitario Y Politecnico La Fe,València
267,ALINA,Hoffmann-La Roche,Hospital Universitario Y Politecnico La Fe,València
0,MAGELLAN,Astrazeneca,Hospital Universitario Virgen del Rocio,Sevilla
1010,RELATIVITY,Bristol-Myers Squibb,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
0,TROPION-Lung02,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
392,BP40657,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
175,B-FAST,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
759,KEYLYNK-012,Merck Sharp & Dohme Corp.,Hospital Clinic de Barcelona,Barcelona
928,U31402-A-U201,"Daiichi Sankyo, Inc.",,
905,MK-3475-01B/KEYMAKER-U01B,Merck Sharp & Dohme Corp.,Hospital Universitario Quironsalud Madrid,Pozuelo de Alarcón
451,FIGHT-207,Incyte Corporation,Hospital Clinic de Barcelona,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario 12 de Octubre,Madrid
175,B-FAST,Hoffmann-La Roche,Hospital Clinico Universitario de Valencia,València
759,KEYLYNK-012,Merck Sharp & Dohme Corp.,Hospital Universitario Y Politecnico La Fe,València
628,NP41300,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
0,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
0,IMbrella A,Hoffmann-La Roche,Hospital de La Santa Creu i Sant Pau,Barcelona
1017,APOLO,Grupo Español De Cáncer De Pulmón,Hospital Universitari Son Espases,Palma
166,PROPEL,Nektar Therapeutics,Hospital de La Santa Creu i Sant Pau,Barcelona
0,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
58,CHRYSALIS,Janssen,Hospital Universitario Fundacion Jimenez Diaz,Madrid
1117,SCope-D1,Astrazeneca,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
124,LUNAR,Novocure Ltd.,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
1865,ACT16849,Sanofi,Hospital Universitario 12 de Octubre,Madrid
1020,PECATI,Medsir,Hospital Universitario Virgen del Rocio,Sevilla
685,AcceleRET-Lung,Hoffmann-La Roche,Complexo Hospitalario Universitario A Coruña,A Coruña
0,BP40657,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
269,C2321001,Pfizer,Hospital Universitario Hm Sanchinarro,Madrid
842,TAPISTRY,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
760,MERMAID-1,Astrazeneca,Hospital Son Llatzer,Palma
0,IMbrella A,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
0,NeoADAURA,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
345,TACTI-002,Immutep S.A.S.,Hospital de La Santa Creu i Sant Pau,Barcelona
227,Morpheus Lung,Hoffmann-La Roche,Clinica Universidad de Navarra,Pamplona
992,M20-111,Abbvie,Hospital Universitario Regional de Malaga,Málaga
947,KRYSTAL-7,Mirati Therapeutics Inc.,Hospital Clinic de Barcelona,Barcelona
184,CK-301-101,"Checkpoint Therapeutics, Inc.",Hospital Universitario de Canarias,San Cristóbal de La Laguna
989,CA001-050,Bristol-Myers Squibb,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
0,CHRYSALIS,Janssen,Hospital Universitario Hm Sanchinarro,Madrid
511,INSIGHT 2,"Emd Serono Research & Development Institute, Inc.",Hospital del Mar,Barcelona
1536,BIMES,Grupo Español De Cáncer De Pulmón,Hospital Universitario Basurto,Bilbao
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Virgen del Rocio,Sevilla
1071,20190136,Amgen,Hospital Universitari Vall D'Hebron,Barcelona
0,IMpower030,Hoffmann-La Roche,Hospital Universitario Virgen Macarena,Sevilla
886,ALKALINE,Eortc,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
1531,MARIPOSA-2,Janssen,Clinica Universidad de Navarra,Pamplona
754,CC-90011-ST-002,Celgene,Complexo Hospitalario Universitario A Coruña,A Coruña
76,GARNET,"Tesaro, Inc.",Hospital Universitario Regional de Malaga,Málaga
172,XL184-021,Exelixis,Hospital Universitario de Canarias,San Cristóbal de La Laguna
639,CARMEN-LC03,Sanofi,Instituto Oncológico Rosell,Barcelona
375,ADRIATIC,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
992,M20-111,Abbvie,Hospital Universitari Vall D'Hebron,Barcelona
0,D9570C00001,Astrazeneca,Hospital Universitari Vall D'Hebron,Barcelona
555,CA209-77T,Bristol-Myers Squibb,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
0,IMbrella A,Hoffmann-La Roche,Hospital San Pedro de Alcantara,Cáceres
1118,RAMP-202,"Verastem, Inc.",Hospital Clinic de Barcelona,Barcelona
821,HMH008,Fundación De Investigación Hm,Hospital Universitario La Paz,Madrid
267,ALINA,Hoffmann-La Roche,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
647,MK-3475-01C/KEYMAKER-U01C,Merck Sharp & Dohme Corp.,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
0,CONTACT-01,Hoffmann-La Roche,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
252,CB103-C-101,Cellestia Biotech Ag,Hospital Universitario 12 de Octubre,Madrid
583,20201,Bayer,Hospital Universitario Ramon Y Cajal,Madrid
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitari Vall D'Hebron,Barcelona
454,PACIFIC-4,Astrazeneca,Hospital Universitario La Paz,Madrid
0,SKYSCRAPER-03,Hoffmann-La Roche,Consorcio Hospitalario Provincial de Castellon,Castellón de la Plana
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitari Vall D'Hebron,Barcelona
1029,CP-MGC018-01,Macrogenics,Hospital Universitari Vall D'Hebron,Barcelona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital Universitario de Jaen,Jaén
499,GCT1046-01,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
172,XL184-021,Exelixis,Hospital Universitario 12 de Octubre,Madrid
762,SGNB6A-001,Seagen Inc.,Hospital Universitario Hm Sanchinarro,Madrid
778,GCT1044-01,Genmab,Hospital Universitari Vall D'Hebron,Barcelona
671,LIBRETTO-431,"Loxo Oncology, Inc.",Hospital de La Santa Creu i Sant Pau,Barcelona
198,,"Daiichi Sankyo, Inc.",Hospital Universitari Vall D'Hebron,Barcelona
423,SAVANNAH,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
0,TROPION-LUNG01,Astrazeneca,Complexo Hospitalario Universitario de Ourense,Ourense
545,CTNO155B12101,Novartis Pharmaceuticals,Hospital Universitari Vall D'Hebron,Barcelona
302,D7980C00001,Medimmune Llc,Hospital de La Santa Creu i Sant Pau,Barcelona
172,XL184-021,Exelixis,Hospital Universitari Son Espases,Palma
286,GECP17/04_THOMAS,Grupo Español De Cáncer De Pulmón,ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol,Badalona
1018,AdvanTIG-302,Beigene,Hospital del Mar,Barcelona
172,XL184-021,Exelixis,Hospital Clinic de Barcelona,Barcelona
92,GO30103,,Hospital Universitario Clinico San Carlos,Madrid
1014,MK-7684A-002,Merck Sharp & Dohme Corp.,Hospital Universitario Virgen del Rocio,Sevilla
1574,GCT1046-04,Genmab,Hospital Universitario 12 de Octubre,Madrid
556,CheckMate73L,Bristol-Myers Squibb,Hospital Universitario Virgen del Rocio,Sevilla
0,LAURA,Astrazeneca,Hospital Universitario Regional de Malaga,Málaga
816,SKYSCRAPER-03,Hoffmann-La Roche,Hospital Universitario Virgen de Valme,Sevilla
842,TAPISTRY,Hoffmann-La Roche,Clinica Universidad de Navarra,Madrid
454,PACIFIC-4,Astrazeneca,Hospital General Universitario Gregorio Marañon,Madrid
588,CR108656,Janssen,Hospital Universitario Hm Sanchinarro,Madrid
1882,TED13751,Sanofi,Hospital Universitario Ramon Y Cajal,Madrid
0,RAGNAR,Janssen,Instituto Oncológico Rosell,Barcelona
1019,ACROPOLI,Solti Breast Cancer Research Group,Hospital Universitari Vall D'Hebron,Barcelona
353,rHuPH20,Bristol-Myers Squibb,Hospital Universitario Regional de Malaga,Málaga
50,STARTRK-2,Hoffmann-La Roche,Hospital Universitario Clinico San Carlos,Madrid
0,TROPION-Lung05,Astrazeneca,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
172,XL184-021,Exelixis,Complexo Hospitalario Universitario de Santiago,Santiago de Compostela
1574,GCT1046-04,Genmab,Hospital Universitario 12 de Octubre,Madrid
172,XL184-021,Exelixis,Hospital Universitario 12 de Octubre,Madrid
686,CUBIK,Grupo Español De Cáncer De Pulmón,Complejo Hospitalario Universitario Insular de Gran Canaria,Las Palmas de Gran Canaria
166,PROPEL,Nektar Therapeutics,Hospital Universitario Fundacion Jimenez Diaz,Madrid
0,ALINA,Hoffmann-La Roche,Hospital Universitario Hm Sanchinarro,Madrid
92,GO30103,,Hospital Universitario Clinico San Carlos,Madrid
628,NP41300,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
588,CR108656,Janssen,ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals,L' Hospitalet de Llobregat
896,NeoADAURA,Astrazeneca,Hospital Universitario Puerta de Hierro Majadahonda,Majadahonda
0,NP40435,Hoffmann-La Roche,Hospital Universitario Fundacion Jimenez Diaz,Madrid
92,GO30103,,Hospital Universitario Hm Sanchinarro,Madrid
446,MAGELLAN,Astrazeneca,Hospital del Mar,Barcelona
793,CONTACT-01,Hoffmann-La Roche,Hospital Universitario La Paz,Madrid
1108,TOTEM,Instituto Oncológico Dr Rosell,Hospital Universitario de La Princesa,Madrid
6,CLGK974X2101,Novartis Pharmaceuticals,Hospital General Universitario Gregorio Marañon,Madrid
174,SPARTA,Apollomics Inc.,Hospital Universitario Central de Asturias,Oviedo
19,SUMMIT,"Puma Biotechnology, Inc.",Hospital Universitario Hm Sanchinarro,Madrid
499,GCT1046-01,Genmab,Clinica Universidad de Navarra,Pamplona
945,1948-CL-0101,Astellas,Hospital Universitario Virgen Macarena,Sevilla
0,NP40435,Hoffmann-La Roche,Hospital Universitario Ramon Y Cajal,Madrid
639,CARMEN-LC03,Sanofi,Clinica Universidad de Navarra,Pamplona
945,1948-CL-0101,Astellas,Hospital Universitario Virgen Macarena,Sevilla
945,1948-CL-0101,Astellas,Hospital Universitario Hm Sanchinarro,Madrid
263,Canopy-A,Novartis Pharmaceuticals,Hospital Clinic de Barcelona,Barcelona
300,Replay,Grupo Español De Cáncer De Pulmón,Hospital General Universitario de Elche,Elche
