trial_id,acronym,sponsor,hospital
,NP41300,Hoffmann-La Roche,"Hospital Universitario Hm Sanchinarro, Madrid"
1574.0,GCT1046-04,Genmab,"Hospital Universitario Regional De Malaga, Málaga"
647.0,MK-3475-01C/KEYMAKER-U01C,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
,NeoADAURA,AstraZeneca,"Hospital Clinic De Barcelona, Barcelona"
497.0,PHAROS,Pfizer,"Hospital Universitario Reina Sofia, Córdoba"
754.0,CC-90011-ST-002,Celgene,"Clinica Universidad De Navarra, Pamplona/Iruña"
686.0,CUBIK,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Cruces, Barakaldo"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Y Politecnico La Fe, València"
,MERMAID-1,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
620.0,TAK-788-3001,"Millennium Pharmaceuticals, Inc.","Hospital Universitario 12 De Octubre, Madrid"
532.0,MK-7902-008/E7080-G000-316/LEAP-008,Merck Sharp & Dohme Corp.,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Instituto Oncológico Rosell, Barcelona"
811.0,D9950C00001,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
,CONTACT-01,Hoffmann-La Roche,"Hospital Universitario Virgen De Valme, Sevilla"
1019.0,ACROPOLI,SOLTI Breast Cancer Research Group,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
,TROPION-Lung02,AstraZeneca,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Hospital Universitario Regional De Malaga, Málaga"
,TROPION-Lung05,AstraZeneca,"Hospital Clinic De Barcelona, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
,SKYSCRAPER-01,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Hospital Universitario Reina Sofia, Córdoba"
882.0,CodeBreaK 100,Amgen,"Hospital General Universitario Gregorio Marañon, Madrid"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
,TROPION-Lung05,AstraZeneca,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
847.0,SKYSCRAPER-06,HOFFMANN-LA ROCHE,"Hospital Clinico Universitario De Valencia, València"
945.0,1948-CL-0101,Astellas,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
583.0,20201,Bayer,"Hospital Universitario 12 De Octubre, Madrid"
,Morpheus Lung,Hoffmann-La Roche,"Hospital Clinico Universitario De Valencia, València"
522.0,CANOPY-N,Novartis Pharmaceuticals,"Hospital Del Mar, Barcelona"
928.0,U31402-A-U201,"Daiichi Sankyo, Inc.",
263.0,Canopy-A,Novartis Pharmaceuticals,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
811.0,D9950C00001,ASTRAZENECA,"Clinica Universidad De Navarra, Madrid"
865.0,TROPION-Lung05,ASTRAZENECA,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
497.0,PHAROS,Pfizer,"Hospital Universitari Vall D'Hebron, Barcelona"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
,SAVANNAH,AstraZeneca,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital De Leon - Complejo Asistencial Universitario De Leon, León"
,SKYSCRAPER-01,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
,B-FAST,Hoffmann-La Roche,"Hospital Universitario Hm Sanchinarro, Madrid"
,TROPION-LUNG01,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
,MARIPOSA,Janssen,"Instituto Oncológico Rosell, Barcelona"
992.0,M20-111,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Regional De Malaga, Málaga"
882.0,CodeBreaK 100,Amgen,"Clinica Universidad De Navarra, Madrid"
,MARIPOSA-2,Janssen,"Hospital Universitario La Paz, Madrid"
166.0,PROPEL,Nektar Therapeutics,"Hospital Universitario Y Politecnico La Fe, València"
908.0,ZEAL-1L,GlaxoSmithKline,"Hospital Universitari Vall D'Hebron, Barcelona"
53.0,NAVIGATE,Bayer,"Hospital Universitario Hm Sanchinarro, Madrid"
,SKYSCRAPER-06,Hoffmann-La Roche,"Hospital Clinic De Barcelona, Barcelona"
168.0,IMbrella A,HOFFMANN-LA ROCHE,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
58.0,CHRYSALIS,JANSSEN,"Hospital Universitari Vall D'Hebron, Barcelona"
686.0,CUBIK,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
865.0,TROPION-Lung05,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
,CHESS,AstraZeneca,"Hospital De La Santa Creu i Sant Pau, Barcelona"
934.0,TROPION-LUNG01,ASTRAZENECA,"Hospital Universitario Y Politecnico La Fe, València"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital General Universitario De Elche, Elche/Elx"
172.0,XL184-021,Exelixis,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
282.0,innovaTV 207,Seagen Inc.,"Hospital Universitario Ramon Y Cajal, Madrid"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","Complejo Hospitalario De Navarra, Pamplona/Iruña"
172.0,XL184-021,Exelixis,"Hospital Clinic De Barcelona, Barcelona"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Universitario Central De Asturias, Oviedo"
169.0,BGB-290-103,BeiGene,"Hospital Clinico Universitario De Valencia, València"
293.0,MK-3475-495/KEYNOTE-495,Merck Sharp & Dohme Corp.,"Hospital Universitario Ramon Y Cajal, Madrid"
1009.0,COSTAR Lung,GlaxoSmithKline,"Hospital Clinic De Barcelona, Barcelona"
690.0,SC103,SOTIO a.s.,"Hospital Universitari Vall D'Hebron, Barcelona"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1029.0,CP-MGC018-01,MacroGenics,"Hospital Ruber Internacional, Madrid"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario Donostia, Donostia-San Sebastián"
1865.0,ACT16849,Sanofi,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
1012.0,DS8201-A-U106,ASTRAZENECA,"Hospital De La Santa Creu i Sant Pau, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario Clinico San Carlos, Madrid"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario Virgen Del Rocio, Sevilla"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario Virgen Del Rocio, Sevilla"
601.0,BNT411-01,BioNTech SE,"Hospital Universitari Vall D'Hebron, Barcelona"
,MARIPOSA-2,Janssen,"Hospital Universitario La Paz, Madrid"
,TAPISTRY,Hoffmann-La Roche,"Clinica Universidad De Navarra, Madrid"
639.0,CARMEN-LC03,Sanofi,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
928.0,U31402-A-U201,"Daiichi Sankyo, Inc.",
1010.0,RELATIVITY,Bristol-Myers Squibb,"Hospital Universitario Y Politecnico La Fe, València"
615.0,SMARTPLUS-106,Debiopharm International SA,"Hospital Universitario Y Politecnico La Fe, València"
1867.0,PM14-A-002-20,PharmaMar,"Hospital Universitario La Paz, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Fundacion Instituto Valenciano De Oncologia, València"
,ALINA,Hoffmann-La Roche,"Hospital Universitario La Paz, Madrid"
992.0,M20-111,AbbVie,"Hospital Universitari Vall D'Hebron, Barcelona"
169.0,BGB-290-103,BeiGene,"Hospital Clinico Universitario De Valencia, València"
,NeoADAURA,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
875.0,MERMAID-2,ASTRAZENECA,"Complexo Hospitalario Universitario De Santiago, Santiago de Compostela"
172.0,XL184-021,Exelixis,"Hospital Universitario Ramon Y Cajal, Madrid"
971.0,TROPION-Lung02,ASTRAZENECA,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
92.0,GO30103,,"Hospital General Universitario De Alicante, Alicante/Alacant"
,ORCHARD,AstraZeneca,"Hospital De La Santa Creu i Sant Pau, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
233.0,Endolung,Ability Pharmaceuticals SL,"Hospital Clinico Universitario De Valencia, València"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Universitari Son Espases, Palma"
272.0,1336-0011,Boehringer Ingelheim,"Hospital Clinic De Barcelona, Barcelona"
,CONTACT-01,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
172.0,XL184-021,Exelixis,"Hospital Universitario Clinico San Carlos, Madrid"
269.0,C2321001,Pfizer,"Hospital Universitario 12 De Octubre, Madrid"
375.0,ADRIATIC,ASTRAZENECA,"Hospital Universitario Ramon Y Cajal, Madrid"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"Hospital Universitario De Canarias, San Cristóbal de La Laguna"
,GO42501,Hoffmann-La Roche,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
1574.0,GCT1046-04,Genmab,"Hospital Universitari Vall D'Hebron, Barcelona"
92.0,GO30103,,"Hospital Universitario Reina Sofia, Córdoba"
172.0,XL184-021,Exelixis,"Hospital Universitario Clinico San Carlos, Madrid"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Clinica Universidad De Navarra, Pamplona/Iruña"
,Morpheus Lung,Hoffmann-La Roche,"Hospital Universitario La Paz, Madrid"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario De La Princesa, Madrid"
646.0,MK-3475-01A/KEYMAKER-U01A,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
945.0,1948-CL-0101,Astellas,"Clinica Universidad De Navarra, Pamplona/Iruña"
992.0,M20-111,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
,SAVANNAH,AstraZeneca,"Hospital Universitario Y Politecnico La Fe, València"
916.0,Neo-DIANA,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Josep Trueta, Girona"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
1035.0,GCT1042-01,Genmab,"Clinica Universidad De Navarra, Pamplona/Iruña"
1010.0,RELATIVITY,Bristol-Myers Squibb,"Complexo Hospitalario Universitario A Coruña, A Coruña"
267.0,ALINA,HOFFMANN-LA ROCHE,"Complexo Hospitalario Universitario A Coruña, A Coruña"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital Universitario Regional De Malaga, Málaga"
1117.0,SCope-D1,ASTRAZENECA,"Hospital Universitario Virgen Macarena, Sevilla"
92.0,GO30103,,"Hospital Universitario Regional De Malaga, Málaga"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital Clinico Universitario Lozano Blesa, Zaragoza"
745.0,CheckMate 76U,Bristol-Myers Squibb,"Clinica Universidad De Navarra, Pamplona/Iruña"
328.0,ALTA-3,Takeda,"Hospital Universitari De Sant Joan De Reus, Reus"
,LAURA,AstraZeneca,"Hospital Del Mar, Barcelona"
,STARTRK-2,Hoffmann-La Roche,"Hospital Universitario Regional De Malaga, Málaga"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen Del Rocio, Sevilla"
1783.0,M16-074,AbbVie,"Hospital Clinico Universitario De Valencia, València"
348.0,IOV-COM-202,"Iovance Biotherapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario Regional De Malaga, Málaga"
92.0,GO30103,,"Hospital Universitario Regional De Malaga, Málaga"
,Morpheus Lung,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
19.0,SUMMIT,"Puma Biotechnology, Inc.","Instituto Oncológico Rosell, Barcelona"
,BP41628,Hoffmann-La Roche,"Hospital Del Mar, Barcelona"
1114.0,NOUS-PEV-01,Nouscom SRL,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
1107.0,LIBRETTO-432,"Loxo Oncology, Inc.","Hospital Son Llatzer, Palma"
267.0,ALINA,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen Del Rocio, Sevilla"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario 12 De Octubre, Madrid"
,NP40435,Hoffmann-La Roche,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
172.0,XL184-021,Exelixis,"Hospital Universitario La Paz, Madrid"
,SAVANNAH,AstraZeneca,"Hospital Universitario Y Politecnico La Fe, València"
267.0,ALINA,HOFFMANN-LA ROCHE,"Hospital Universitario Y Politecnico La Fe, València"
,MAGELLAN,AstraZeneca,"Hospital Universitario Virgen Del Rocio, Sevilla"
1010.0,RELATIVITY,Bristol-Myers Squibb,"Complejo Hospitalario Universitario Insular de Gran Canaria, Las Palmas de Gran Canaria"
,TROPION-Lung02,AstraZeneca,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
392.0,BP40657,HOFFMANN-LA ROCHE,"Hospital Universitario La Paz, Madrid"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Universitario Hm Sanchinarro, Madrid"
759.0,KEYLYNK-012,Merck Sharp & Dohme Corp.,"Hospital Clinic De Barcelona, Barcelona"
928.0,U31402-A-U201,"Daiichi Sankyo, Inc.",
905.0,MK-3475-01B/KEYMAKER-U01B,Merck Sharp & Dohme Corp.,"Hospital Universitario Quironsalud Madrid, Pozuelo de Alarcón"
451.0,FIGHT-207,Incyte Corporation,"Hospital Clinic De Barcelona, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario 12 De Octubre, Madrid"
175.0,B-FAST,HOFFMANN-LA ROCHE,"Hospital Clinico Universitario De Valencia, València"
759.0,KEYLYNK-012,Merck Sharp & Dohme Corp.,"Hospital Universitario Y Politecnico La Fe, València"
628.0,NP41300,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
,SAVANNAH,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
,IMbrella A,Hoffmann-La Roche,"Hospital De La Santa Creu i Sant Pau, Barcelona"
1017.0,APOLO,Grupo Español de Cáncer de Pulmón,"Hospital Universitari Son Espases, Palma"
166.0,PROPEL,Nektar Therapeutics,"Hospital De La Santa Creu i Sant Pau, Barcelona"
,Morpheus Lung,Hoffmann-La Roche,"Clinica Universidad De Navarra, Pamplona/Iruña"
58.0,CHRYSALIS,JANSSEN,"Hospital Universitario Fundacion Jimenez Diaz, Madrid"
1117.0,SCope-D1,ASTRAZENECA,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
124.0,LUNAR,NovoCure Ltd.,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
1865.0,ACT16849,Sanofi,"Hospital Universitario 12 De Octubre, Madrid"
1020.0,PECATI,MedSIR,"Hospital Universitario Virgen Del Rocio, Sevilla"
685.0,AcceleRET-Lung,HOFFMANN-LA ROCHE,"Complexo Hospitalario Universitario A Coruña, A Coruña"
,BP40657,Hoffmann-La Roche,"Hospital Universitari Vall D'Hebron, Barcelona"
269.0,C2321001,Pfizer,"Hospital Universitario Hm Sanchinarro, Madrid"
842.0,TAPISTRY,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
760.0,MERMAID-1,ASTRAZENECA,"Hospital Son Llatzer, Palma"
,IMbrella A,Hoffmann-La Roche,"Hospital Universitario Clinico San Carlos, Madrid"
,NeoADAURA,AstraZeneca,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
345.0,TACTI-002,Immutep S.A.S.,"Hospital De La Santa Creu i Sant Pau, Barcelona"
227.0,Morpheus Lung,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Pamplona/Iruña"
992.0,M20-111,AbbVie,"Hospital Universitario Regional De Malaga, Málaga"
947.0,KRYSTAL-7,Mirati Therapeutics Inc.,"Hospital Clinic De Barcelona, Barcelona"
184.0,CK-301-101,"Checkpoint Therapeutics, Inc.","Hospital Universitario De Canarias, San Cristóbal de La Laguna"
989.0,CA001-050,Bristol-Myers Squibb,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
,CHRYSALIS,Janssen,"Hospital Universitario Hm Sanchinarro, Madrid"
511.0,INSIGHT 2,"EMD Serono Research & Development Institute, Inc.","Hospital Del Mar, Barcelona"
1536.0,BIMES,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Basurto, Bilbao"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen Del Rocio, Sevilla"
1071.0,20190136,Amgen,"Hospital Universitari Vall D'Hebron, Barcelona"
,IMpower030,Hoffmann-La Roche,"Hospital Universitario Virgen Macarena, Sevilla"
886.0,ALKALINE,EORTC,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
1531.0,MARIPOSA-2,JANSSEN,"Clinica Universidad De Navarra, Pamplona/Iruña"
754.0,CC-90011-ST-002,Celgene,"Complexo Hospitalario Universitario A Coruña, A Coruña"
76.0,GARNET,"Tesaro, Inc.","Hospital Universitario Regional De Malaga, Málaga"
172.0,XL184-021,Exelixis,"Hospital Universitario De Canarias, San Cristóbal de La Laguna"
639.0,CARMEN-LC03,Sanofi,"Instituto Oncológico Rosell, Barcelona"
375.0,ADRIATIC,ASTRAZENECA,"Hospital Universitari Vall D'Hebron, Barcelona"
992.0,M20-111,AbbVie,"Hospital Universitari Vall D'Hebron, Barcelona"
,D9570C00001,AstraZeneca,"Hospital Universitari Vall D'Hebron, Barcelona"
555.0,CA209-77T,Bristol-Myers Squibb,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
,IMbrella A,Hoffmann-La Roche,"Hospital San Pedro De Alcantara, Cáceres"
1118.0,RAMP-202,"Verastem, Inc.","Hospital Clinic De Barcelona, Barcelona"
821.0,HMH008,Fundación de investigación HM,"Hospital Universitario La Paz, Madrid"
267.0,ALINA,HOFFMANN-LA ROCHE,"Hospital Universitario Puerta De Hierro Majadahonda, Majadahonda"
647.0,MK-3475-01C/KEYMAKER-U01C,Merck Sharp & Dohme Corp.,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
,CONTACT-01,Hoffmann-La Roche,"ICO (Institut Catala D'Oncologia) - Hospital Duran I Reynals, L' Hospitalet de Llobregat"
252.0,CB103-C-101,Cellestia Biotech AG,"Hospital Universitario 12 De Octubre, Madrid"
583.0,20201,Bayer,"Hospital Universitario Ramon Y Cajal, Madrid"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitari Vall D'Hebron, Barcelona"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital Universitario La Paz, Madrid"
,SKYSCRAPER-03,Hoffmann-La Roche,"Consorcio Hospitalario Provincial De Castellon, Castellón de la Plana/Castelló de la Plana"
50.0,STARTRK-2,HOFFMANN-LA ROCHE,"Hospital Universitari Vall D'Hebron, Barcelona"
1029.0,CP-MGC018-01,MacroGenics,"Hospital Universitari Vall D'Hebron, Barcelona"
300.0,Replay,Grupo Español de Cáncer de Pulmón,"Hospital Universitario De Jaen, Jaén"
499.0,GCT1046-01,Genmab,"Hospital Universitari Vall D'Hebron, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitario 12 De Octubre, Madrid"
762.0,SGNB6A-001,Seagen Inc.,"Hospital Universitario Hm Sanchinarro, Madrid"
778.0,GCT1044-01,Genmab,"Hospital Universitari Vall D'Hebron, Barcelona"
671.0,LIBRETTO-431,"Loxo Oncology, Inc.","Hospital De La Santa Creu i Sant Pau, Barcelona"
198.0,,"Daiichi Sankyo, Inc.","Hospital Universitari Vall D'Hebron, Barcelona"
423.0,SAVANNAH,ASTRAZENECA,"Hospital Universitario Regional De Malaga, Málaga"
,TROPION-LUNG01,AstraZeneca,"Complexo Hospitalario Universitario De Ourense, Ourense"
545.0,CTNO155B12101,Novartis Pharmaceuticals,"Hospital Universitari Vall D'Hebron, Barcelona"
302.0,D7980C00001,MedImmune LLC,"Hospital De La Santa Creu i Sant Pau, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Universitari Son Espases, Palma"
286.0,GECP17/04_THOMAS,Grupo Español de Cáncer de Pulmón,"ICO (Institut Catala D'Oncologia) - Hospital Germans Trias i Pujol, Badalona"
1018.0,AdvanTIG-302,BeiGene,"Hospital Del Mar, Barcelona"
172.0,XL184-021,Exelixis,"Hospital Clinic De Barcelona, Barcelona"
92.0,GO30103,,"Hospital Universitario Clinico San Carlos, Madrid"
1014.0,MK-7684A-002,Merck Sharp & Dohme Corp.,"Hospital Universitario Virgen Del Rocio, Sevilla"
1574.0,GCT1046-04,Genmab,"Hospital Universitario 12 De Octubre, Madrid"
556.0,CheckMate73L,Bristol-Myers Squibb,"Hospital Universitario Virgen Del Rocio, Sevilla"
,LAURA,AstraZeneca,"Hospital Universitario Regional De Malaga, Málaga"
816.0,SKYSCRAPER-03,HOFFMANN-LA ROCHE,"Hospital Universitario Virgen De Valme, Sevilla"
842.0,TAPISTRY,HOFFMANN-LA ROCHE,"Clinica Universidad De Navarra, Madrid"
454.0,PACIFIC-4,ASTRAZENECA,"Hospital General Universitario Gregorio Marañon, Madrid"
588.0,CR108656,JANSSEN,"Hospital Universitario Hm Sanchinarro, Madrid"
1882.0,TED13751,Sanofi,"Hospital Universitario Ramon Y Cajal, Madrid"
